street address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
"1440 COMPTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1323 LAMI, St. Louis, MO",38.605744,-90.212881,1,rooftop,1323,Lami St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"6251 REBER, St. Louis, MO",38.611371,-90.294392,1,rooftop,6251,Reber Pl,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4141 ST LOUIS, St. Louis, MO",38.661103,-90.232518,0.6,rooftop,4141,St Louis Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"3907 CLAYTON, St. Louis, MO",38.631339,-90.244327,0.5,range_interpolation,3907,Clayton Ave,Saint Louis,MO,St. Louis city,63110,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5079 CABANNE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6508 CLAYTON, St. Louis, MO",38.633996,-90.312088,1,range_interpolation,6508,Clayton Rd,Saint Louis,MO,St. Louis County,63117,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3643 PENNSYLVANIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3733 LINDELL, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"200 6TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"420 8TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4645 WILCOX, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2014 7TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1115 CHILDRESS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"306 SCHIRMER, St. Louis, MO",38.547917,-90.26078,1,range_interpolation,306,Schirmer St,Saint Louis,MO,St. Louis city,63111,US,TIGER/LineÂ® dataset from the US Census Bureau
"5347 CABANNE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5647 POTOMAC, St. Louis, MO",38.598109,-90.286717,1,rooftop,5647,Potomac St,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"5943 VIVIAN, St. Louis, MO",38.711269,-90.246722,0.6,rooftop,5943,Vivian Ave,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"3113 CHIPPEWA, St. Louis, MO",38.587577,-90.236488,1,rooftop,3113,Chippewa St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"711 GRAND, St. Louis, MO",38.511069,-90.292918,0.8,range_interpolation,711,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"1303 DOLMAN, St. Louis, MO",38.617431,-90.210114,1,rooftop,1303,Dolman St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"315 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4134 QUINCY, St. Louis, MO",38.564542,-90.276773,1,rooftop,4134,Quincy St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"2910 JEFFERSON, St. Louis, MO",38.654497,-90.211896,0.5,rooftop,2910,N Jefferson Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2800 OLIVE, St. Louis, MO",38.633278,-90.219029,0.6,rooftop,2800,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4855 ALLEMANIA, St. Louis, MO",38.564811,-90.291645,1,rooftop,4855,Allemania St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4323 SHAW, St. Louis, MO",38.617094,-90.257207,0.6,rooftop,4323,Shaw Ave,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"5201 GRAND, St. Louis, MO",38.638236,-90.284279,1,rooftop,5201,Grand Dr,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4719 GOODFELLOW, St. Louis, MO",38.698129,-90.266236,0.6,rooftop,4719,Goodfellow Blvd,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6927 LANSDOWNE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4520 MARGARETTA, St. Louis, MO",38.673348,-90.238858,1,rooftop,4520,Margaretta Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1321 LAMI, St. Louis, MO",38.605727,-90.212819,1,rooftop,1321,Lami St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"1818 SARAH, St. Louis, MO",38.654739,-90.234926,0.9,rooftop,1818,N Sarah St,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"4636 PAGE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6116 COLUMBIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5661 LEONA, St. Louis, MO",38.572319,-90.26571,0.6,rooftop,5661,Leona St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1122 TUCKER, St. Louis, MO",38.636781,-90.194674,0.5,rooftop,1122,N Tucker Blvd,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1349 KRAFT, St. Louis, MO",38.626606,-90.30149,1,rooftop,1349,Kraft St,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"4248 COTTAGE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2921 NEWSTEAD, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4220 DUNCAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4350 ELLENWOOD, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6700 LEONA, St. Louis, MO",38.565509,-90.2719,0.5,range_interpolation,6700,Leona St,Saint Louis,MO,St. Louis city,63116,US,TIGER/LineÂ® dataset from the US Census Bureau
"2700 CHIPPEWA, St. Louis, MO",38.586186,-90.229439,1,rooftop,2700,Chippewa St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"7621 VIRGINIA, St. Louis, MO",38.549617,-90.262642,0.6,rooftop,7621,Virginia Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3027 SARAH, St. Louis, MO",38.662,-90.230576,0.9,rooftop,3027,N Sarah St,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1465 GRAND, St. Louis, MO",38.511018,-90.293196,0.8,range_interpolation,1465,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"1465 GRAND, St. Louis, MO",38.511018,-90.293196,0.8,range_interpolation,1465,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"3500 TENNESSEE, St. Louis, MO",38.593165,-90.240359,0.6,rooftop,3500,Tennessee Ave,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1615 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4101 GRAVOIS, St. Louis, MO",38.49331,-90.308298,1,range_interpolation,4101,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4824 KOSSUTH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2100 WYOMING, St. Louis, MO",38.596198,-90.221489,0.6,rooftop,2100,Wyoming St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1388 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1541 MCLARAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3621 DOVER, St. Louis, MO",38.567394,-90.256472,0.6,rooftop,3621,Dover Pl,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"4719 LEE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4835 LEDUC, St. Louis, MO",38.66449,-90.255049,1,rooftop,4835,Leduc St,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4236 37TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1235 SIDNEY, St. Louis, MO",38.602743,-90.213304,0.6,rooftop,1235,Sidney St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"1615 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4635 RIDGEWOOD, St. Louis, MO",38.584974,-90.272535,0.6,rooftop,4635,Ridgewood Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"5363 MINERVA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6162 SHERRY, St. Louis, MO",38.702441,-90.261845,1,rooftop,6162,Sherry Ave,Saint Louis,MO,St. Louis city,63136,US,City of St Louis
"5931 KINGSBURY, St. Louis, MO",38.652339,-90.293194,0.6,rooftop,5931,Kingsbury Ave,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"909 CHRISTIAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"417 LEONARD, St. Louis, MO",38.636482,-90.226796,0.8,range_interpolation,417,N Leonard Ave,Saint Louis,MO,St. Louis city,63103,US,TIGER/LineÂ® dataset from the US Census Bureau
"3709 SPRING, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4312 OREGON, St. Louis, MO",38.5774,-90.234267,0.6,rooftop,4312,Oregon Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"1226 RUSSELL, St. Louis, MO",38.60773,-90.210804,1,rooftop,1226,Russell Blvd,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"1728 NICHOLSON, St. Louis, MO",38.613144,-90.215057,1,rooftop,1728,Nicholson Pl,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"3163 WATSON, St. Louis, MO",38.576983,-90.328933,0.8,range_interpolation,3163,State Hwy 366,Saint Louis,MO,St. Louis County,63119,US,TIGER/LineÂ® dataset from the US Census Bureau
"3221 DAKOTA, St. Louis, MO",38.575202,-90.241191,1,range_interpolation,3221,Dakota St,Saint Louis,MO,St. Louis city,63111,US,TIGER/LineÂ® dataset from the US Census Bureau
"4255 HAMPTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4255 HAMPTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1370 SEMPLE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1308 RUTGER, St. Louis, MO",38.615835,-90.205236,1,rooftop,1308,Rutger St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"3501 WISCONSIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4569 RUSKIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5156 WABADA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5532 HOLLY HILLS, St. Louis, MO",38.577334,-90.289694,0.6,rooftop,5532,Holly Hills Ave,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"3937 WALSH, St. Louis, MO",38.575973,-90.259824,1,rooftop,3937,Walsh St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"721 TUCKER, St. Louis, MO",38.669027,-90.445379,0.8,range_interpolation,721,Decker Ln,Saint Louis,MO,St. Louis County,63141,US,TIGER/LineÂ® dataset from the US Census Bureau
"721 TUCKER, St. Louis, MO",38.669027,-90.445379,0.8,range_interpolation,721,Decker Ln,Saint Louis,MO,St. Louis County,63141,US,TIGER/LineÂ® dataset from the US Census Bureau
"6751 PLAINVIEW, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"8416 PENNSYLVANIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4631 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6155 GRAND, St. Louis, MO",38.638236,-90.284279,1,rooftop,6155,Grand Dr,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"6155 GRAND, St. Louis, MO",38.638236,-90.284279,1,rooftop,6155,Grand Dr,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"1919 GRAND, St. Louis, MO",38.510988,-90.293341,0.8,range_interpolation,1919,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2720 13TH, St. Louis, MO",38.651592,-90.196096,0.9,rooftop,2720,N 13th St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"4014 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2664 59TH, St. Louis, MO",38.610229,-90.286149,1,rooftop,2664,59th St,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
